order_item_id,order_id,product_id,quantity,unit_price
169,51,39,3,30.05
170,51,19,1,121.07
171,51,2,2,896.03
172,51,20,1,61.8
173,51,14,1,358.16
174,52,24,2,42.11
175,53,31,1,327.1
176,53,5,1,859.64
177,54,33,2,56.45
178,54,19,1,121.07
179,54,41,3,59.15
180,54,27,2,68.77
181,55,26,3,38.46
182,55,38,1,81.59
183,55,41,2,59.15
184,56,8,1,280.21
185,56,30,3,185.37
186,56,40,1,29.43
187,56,39,3,27.03
188,57,11,3,398.95
189,57,24,2,44.99
190,57,9,1,343.34
191,58,5,2,859.64
192,58,17,1,42.95
193,58,37,3,46.75
194,58,41,1,59.15
195,58,32,1,388.54
196,59,1,2,1154.6
197,59,3,1,645.41
198,59,16,1,121.53
199,59,31,3,327.1
200,59,24,2,44.99
201,60,5,1,859.64
202,60,37,1,46.75
203,60,24,3,44.99
204,61,20,3,61.8
205,61,21,2,62.91
206,61,6,3,1195.82
207,62,32,1,388.54
208,62,13,1,226.75
209,62,35,2,25.14
210,62,16,3,121.53
211,62,10,2,74.6
212,63,34,2,101.12
213,63,16,1,121.53
214,64,34,3,101.12
215,64,27,2,80.16
216,65,5,2,859.64
217,65,38,1,81.59
218,65,37,2,46.75
219,65,4,2,185.43
220,66,5,1,859.64
221,66,13,3,195.13
222,67,23,2,10.43
223,67,14,1,358.16
224,67,29,3,243.6
225,67,20,3,61.8
226,67,30,1,185.37
227,68,23,3,9.18
228,68,26,1,34.25
229,69,30,1,185.37
230,70,9,2,343.34
231,70,13,3,226.75
232,71,2,1,896.03
233,72,8,1,280.21
234,72,3,3,645.41
235,72,30,3,185.37
236,73,14,2,358.16
237,73,12,1,248.15
238,73,18,1,121.31
239,74,6,2,1195.82
240,75,16,3,121.53
241,75,41,3,59.15
242,75,35,2,25.14
243,75,2,3,896.03
244,75,25,2,27.45
245,76,4,2,185.43
246,76,31,1,327.1
247,76,34,1,101.12
248,77,15,3,289.05
249,78,12,3,272.12
250,78,16,3,121.53
251,79,37,2,46.75
252,79,10,1,71.14
253,79,13,1,203.58
254,79,32,2,388.54
255,79,35,1,25.14
256,80,4,3,185.43
257,80,2,1,896.03
258,80,10,3,81.47
259,81,38,2,70.64
260,81,7,2,848.08
261,81,22,2,12.8
262,81,20,1,61.8
263,82,15,2,289.05
264,82,38,3,81.59
265,82,12,1,272.12
266,83,3,1,645.41
267,83,12,1,272.12
268,83,39,1,30.05
269,83,21,1,62.91
270,83,40,2,31.96
271,84,29,1,243.6
272,84,1,1,1154.6
273,84,17,1,42.95
274,85,27,2,80.16
275,85,32,2,348.89
276,86,11,1,398.95
277,86,29,1,243.6
278,87,11,3,398.95
279,87,25,1,27.45
280,87,5,3,859.64
281,88,39,1,26.54
282,88,28,1,328.32
283,89,19,1,109.83
284,89,20,2,61.8
285,89,16,2,104.37
286,90,7,1,848.08
287,90,2,2,896.03
288,91,31,3,327.1
289,91,32,1,388.54
290,91,17,2,42.95
291,91,6,2,1069.03
292,92,10,3,81.47
293,93,38,2,81.59
294,93,15,2,289.05
295,93,36,3,26.14
296,93,4,2,185.43
297,94,33,3,56.45
298,95,8,1,280.21
299,95,29,1,243.6
300,96,28,1,328.32
301,97,5,3,859.64
302,97,6,2,1195.82
303,97,25,3,27.45
304,98,34,3,101.12
305,98,27,1,80.16
306,98,8,3,280.21
307,98,10,2,81.47
308,98,37,2,46.75
309,99,12,2,272.12
310,100,26,2,38.46
311,101,2,2,896.03
312,101,22,2,12.8
313,101,20,3,57.9
314,102,18,3,108.47
315,102,27,2,80.16
316,102,39,3,30.05
317,103,20,3,61.8
318,104,2,1,896.03
319,104,12,2,272.12
320,104,13,2,226.75
321,104,4,2,185.43
322,104,16,3,121.53
323,105,29,2,243.6
324,105,12,2,272.12
325,105,31,3,278.93
326,105,38,1,81.59
327,105,36,3,26.14
328,106,18,2,121.31
329,106,42,3,47.26
330,107,17,2,42.95
331,107,39,3,30.05
332,108,17,3,42.95
333,108,14,3,358.16
334,108,30,1,176.09
335,108,20,2,61.8
336,109,31,1,327.1
337,110,42,1,50.21
338,110,20,1,61.8
339,110,13,3,226.75
340,111,19,2,121.07
341,111,17,3,42.95
342,111,27,3,80.16
343,111,26,2,38.46
344,112,23,3,10.43
345,112,33,1,56.45
346,112,20,2,54.13
347,112,11,3,398.95
348,113,15,2,289.05
349,114,24,2,44.99
350,114,17,1,42.95
351,114,38,3,81.59
352,115,8,1,280.21
353,115,25,1,23.88
354,115,34,2,101.12
355,115,20,2,57.86
356,115,27,1,80.16
357,116,41,2,59.15
358,116,4,1,185.43
359,116,1,1,1154.6
360,117,41,2,53.43
361,117,28,3,328.32
362,117,26,1,38.46
363,117,31,3,327.1
364,118,23,1,9.39
365,118,20,2,61.8
366,119,34,3,101.12
367,119,39,2,30.05
368,119,22,2,12.8
369,119,28,1,328.32
370,120,14,3,358.16
371,120,2,1,896.03
372,121,35,3,25.14
373,121,40,3,29.84
374,121,4,1,185.43
375,122,31,3,327.1
376,122,10,1,81.47
377,122,14,3,323.07
378,123,33,3,56.45
379,124,39,2,30.05
380,124,13,1,226.75
381,125,14,1,307.62
382,125,31,1,327.1
383,125,22,3,12.8
384,125,16,1,121.53
385,126,42,2,50.21
386,126,15,1,250.74
387,126,30,1,185.37
388,127,7,1,732.6
389,128,40,2,31.96
390,128,18,2,121.31
391,128,6,2,1195.82
392,128,24,2,44.99
393,129,8,3,280.21
394,129,9,1,323.13
395,130,40,2,31.96
396,130,25,3,27.45
397,131,8,1,280.21
398,131,27,2,75.1
399,131,29,3,243.6
400,131,3,3,645.41
401,132,34,2,101.12
402,132,40,1,31.96
403,132,7,3,848.08
404,133,4,2,185.43
405,133,1,1,1038.18
406,133,42,1,50.21
407,133,11,2,347.99
408,133,33,3,56.45
409,134,29,2,243.6
410,134,6,1,1065.76
411,134,32,3,388.54
412,134,21,1,62.91
413,134,8,3,280.21
414,135,22,2,12.8
415,135,24,3,44.99
416,135,4,3,185.43
417,135,15,3,289.05
418,136,23,3,10.43
419,136,41,3,55.58
420,136,19,2,111.59
421,137,13,2,226.75
422,137,8,1,280.21
423,138,8,1,280.21
424,138,29,1,243.6
425,138,30,1,185.37
426,138,38,2,81.59
427,138,33,2,56.45
428,139,12,3,272.12
429,139,9,3,343.34
430,139,7,2,848.08
431,139,25,3,27.45
432,139,39,2,30.05
433,140,9,3,343.34
434,140,27,3,80.16
435,141,41,3,59.15
436,141,14,3,329.88
437,141,13,1,226.75
438,141,40,3,31.96
439,141,19,3,107.17
440,142,35,3,22.33
441,142,19,1,121.07
442,142,28,1,328.32
443,142,1,1,1154.6
444,143,14,2,358.16
445,143,35,1,25.14
446,143,3,3,645.41
447,144,16,2,121.53
448,144,33,3,56.45
449,144,19,3,111.91
450,144,4,1,185.43
451,145,41,2,59.15
452,145,42,3,50.21
453,146,29,1,243.6
454,146,12,3,272.12
455,146,5,2,754.69
456,147,1,3,1154.6
457,147,22,1,12.8
458,147,30,2,185.37
459,148,32,2,357.76
460,148,37,3,46.75
461,148,36,1,26.14
462,149,26,3,38.46
463,149,6,2,1195.82
464,149,23,3,10.43
465,149,15,3,289.05
466,149,14,3,328.39
467,150,16,2,121.53
468,150,3,3,645.41
469,150,21,3,62.91
470,150,25,2,27.45
471,150,8,3,280.21
472,151,33,1,56.45
473,151,6,3,1195.82
474,151,7,3,777.72
475,152,14,3,358.16
476,153,10,1,81.47
477,154,17,1,42.95
478,154,36,1,26.14
479,155,21,3,58.0
480,155,2,1,896.03
481,155,25,3,25.66
482,155,8,2,280.21
483,156,6,3,1035.14
484,156,19,1,107.64
485,156,29,3,243.6
486,156,25,3,25.19
487,156,26,3,38.46
488,157,3,1,645.41
489,158,14,3,358.16
490,158,23,1,10.43
491,158,27,1,80.16
492,159,4,2,185.43
493,159,36,2,24.12
494,159,30,2,185.37
495,159,42,2,45.97
496,159,5,1,859.64
497,160,22,1,12.8
498,160,40,2,31.96
499,160,20,2,61.8
500,160,38,2,81.59
501,161,24,2,44.99
502,161,9,2,343.34
503,161,22,2,12.8
504,162,9,2,343.34
505,162,35,3,21.56
506,162,13,1,226.75
507,163,38,2,81.59
508,163,14,3,358.16
509,163,3,1,645.41
510,163,36,1,26.14
511,164,33,3,49.33
512,164,6,3,1195.82
513,164,26,3,33.3
514,164,24,3,44.99
515,165,23,1,9.25
516,165,3,1,645.41
517,165,15,3,289.05
518,165,32,2,388.54
519,166,7,2,848.08
520,166,34,2,101.12
521,166,41,3,59.15
522,167,34,2,101.12
523,168,32,1,388.54
524,168,31,1,327.1
525,168,39,1,27.48
526,169,8,3,280.21
527,169,15,1,289.05
528,169,27,3,80.16
529,169,22,1,12.8
530,169,31,1,327.1
531,170,10,3,81.47
532,170,4,3,185.43
533,170,11,3,367.81
534,170,17,3,42.95
535,170,12,1,272.12
536,171,15,3,262.53
537,171,27,1,80.16
538,172,30,1,185.37
539,172,39,2,25.59
540,172,38,3,81.59
541,173,7,1,848.08
542,173,12,3,272.12
543,173,31,1,299.6
544,173,40,3,31.96
545,173,39,1,30.05
546,174,24,1,44.99
547,174,3,2,645.41
548,174,34,2,101.12
549,174,28,3,328.32
550,175,17,1,42.95
551,175,31,1,327.1
552,176,37,3,39.77
553,177,24,3,44.99
554,177,7,2,848.08
555,177,10,2,81.47
556,177,28,3,328.32
557,178,36,2,26.14
558,178,31,3,327.1
559,178,12,1,272.12
560,178,24,3,39.28
561,178,17,3,42.95
562,179,36,1,26.14
563,179,40,3,27.46
564,179,4,1,185.43
565,180,24,3,39.97
566,180,6,2,1195.82
567,181,12,3,272.12
568,182,19,3,121.07
569,182,13,3,226.75
570,182,3,1,645.41
571,182,39,3,26.02
572,182,33,2,56.45
573,183,34,3,101.12
574,183,1,1,1154.6
575,184,23,3,10.43
576,184,18,2,121.31
577,184,15,3,250.75
578,185,22,2,12.8
579,185,8,3,280.21
580,185,33,2,56.45
581,186,30,2,158.82
582,186,38,3,81.59
583,186,2,1,896.03
584,187,34,3,101.12
585,187,35,1,25.14
586,187,1,2,1154.6
587,188,23,2,10.43
588,188,14,3,358.16
589,188,37,1,46.75
590,189,14,1,358.16
591,189,15,2,289.05
592,189,13,1,194.52
593,190,3,2,645.41
594,190,31,3,327.1
595,190,24,2,44.99
596,190,40,3,31.96
597,190,21,1,62.91
598,191,35,2,25.14
599,191,3,1,645.41
600,191,33,1,56.45
601,191,23,2,10.43
602,192,7,1,848.08
603,192,21,1,62.91
604,192,24,3,44.99
605,192,40,1,31.96
606,192,17,1,42.95
607,193,29,1,243.6
608,193,12,3,272.12
609,193,37,1,46.75
610,194,13,1,226.75
611,194,10,1,81.47
612,194,31,3,327.1
613,194,1,3,1154.6
614,195,4,2,185.43
615,195,26,3,35.55
616,195,7,2,848.08
617,195,11,3,398.95
618,195,14,2,358.16
619,196,13,2,226.75
620,196,37,3,46.75
621,196,42,3,50.21
622,196,35,1,25.14
623,196,12,2,272.12
624,197,27,3,80.16
625,197,41,1,52.31
626,197,40,2,31.96
627,198,18,3,121.31
628,198,29,2,243.6
629,198,24,1,39.3
630,198,38,2,81.59
631,199,7,1,754.54
632,199,5,1,783.83
633,199,31,1,327.1
634,199,36,2,26.14
635,200,9,1,314.62
636,200,34,2,101.12
637,201,36,3,26.14
638,201,29,3,243.6
639,201,9,3,343.34
640,202,20,1,61.8
641,202,23,2,10.43
642,202,31,1,327.1
643,202,35,1,25.14
644,202,15,1,289.05
645,203,31,2,327.1
646,203,20,1,61.8
647,203,1,1,1154.6
648,203,28,3,328.32
649,204,25,2,27.45
650,204,15,3,289.05
651,204,17,3,42.95
652,204,6,3,1195.82
653,205,13,2,203.06
654,205,5,2,859.64
655,205,12,3,272.12
656,205,9,2,293.54
657,206,18,3,104.21
658,206,9,1,343.34
659,206,29,2,243.6
660,207,3,1,645.41
661,207,22,2,11.48
662,207,6,1,1195.82
663,207,10,2,81.47
664,208,25,1,27.45
665,208,29,1,243.6
666,209,31,3,327.1
667,209,25,2,27.45
668,210,8,1,280.21
669,210,17,1,42.95
670,210,31,1,327.1
671,210,41,1,59.15
672,210,20,2,57.44
673,211,3,3,645.41
674,212,16,1,121.53
675,213,4,2,185.43
676,214,15,2,289.05
677,214,21,2,62.91
678,214,36,1,26.14
679,214,42,2,50.21
680,215,36,1,26.14
681,215,19,3,121.07
682,215,35,3,25.14
683,215,32,3,388.54
684,216,19,2,110.63
685,216,17,2,42.95
686,216,35,1,25.14
687,216,24,2,44.99
688,217,25,1,27.45
689,217,13,2,226.75
690,217,34,2,91.24
691,217,32,1,366.7
692,217,36,1,26.14
693,218,37,3,46.75
694,219,17,3,40.5
695,219,4,1,185.43
696,219,24,1,44.99
697,219,15,3,261.82
698,219,39,2,30.05
699,220,34,2,88.14
700,220,3,3,595.4
701,220,5,3,859.64
702,221,36,3,23.89
703,221,27,2,80.16
704,222,12,2,272.12
705,222,36,3,26.14
706,223,36,2,26.14
707,223,21,2,62.91
708,223,24,2,44.99
709,224,17,3,37.73
710,224,24,1,44.99
711,224,29,2,231.04
712,224,26,1,38.46
713,224,1,1,1154.6
714,225,36,2,26.14
715,225,37,1,46.75
716,225,10,3,81.47
717,225,7,2,848.08
718,225,3,1,645.41
719,226,31,3,327.1
720,226,12,1,272.12
721,226,32,2,361.67
722,227,23,1,10.43
723,227,28,1,328.32
724,227,27,3,80.16
725,228,34,3,101.12
726,228,3,2,645.41
727,228,21,1,62.91
728,229,39,1,30.05
729,229,37,2,41.31
730,229,33,2,56.45
731,229,6,1,1195.82
732,230,9,3,343.34
733,230,31,2,327.1
734,231,16,3,121.53
735,231,5,1,766.25
736,231,18,2,121.31
737,231,28,2,328.32
738,231,21,3,55.39
739,232,40,1,31.96
740,232,10,2,81.47
741,232,29,3,243.6
742,232,3,1,645.41
743,233,1,2,1154.6
744,233,22,1,12.8
745,233,8,3,280.21
746,234,31,3,327.1
747,234,40,3,27.71
748,234,10,2,81.47
749,234,2,3,896.03
750,234,25,1,27.45
751,235,7,3,848.08
752,235,2,2,896.03
753,235,19,3,106.73
754,236,33,3,56.45
755,236,30,1,174.66
756,237,2,3,896.03
757,237,23,3,10.43
758,238,25,2,27.45
759,238,2,2,896.03
760,238,36,3,24.13
761,239,27,3,80.16
762,239,16,2,121.53
763,240,38,3,81.59
764,240,35,1,25.14
765,241,10,2,73.59
766,241,42,3,44.27
767,241,37,1,46.75
768,241,11,2,398.95
769,242,10,1,81.47
770,242,13,3,226.75
771,242,7,3,848.08
772,243,23,1,10.43
773,244,42,2,50.21
774,244,24,1,44.99
775,244,12,1,272.12
776,244,25,1,27.45
777,245,14,1,358.16
778,245,5,2,859.64
779,246,28,1,328.32
780,246,26,2,38.46
781,247,35,2,25.14
782,247,34,1,101.12
783,247,42,1,50.21
784,247,3,2,645.41
785,247,7,1,848.08
786,248,19,2,121.07
787,248,29,2,243.6
788,249,10,3,81.47
789,249,30,1,185.37
790,249,42,3,50.21
791,249,29,2,243.6
792,249,6,2,1070.7
793,250,17,2,42.95
794,251,6,1,1195.82
795,252,33,3,56.45
796,252,40,1,31.96
797,252,11,3,398.95
798,252,25,1,27.45
799,253,20,1,53.34
800,253,29,1,225.71
801,253,19,1,121.07
802,253,41,2,59.15
803,254,38,2,81.59
804,254,31,1,327.1
805,255,41,1,52.34
806,255,36,1,26.14
807,255,14,3,358.16
808,255,4,3,185.43
809,255,12,1,242.65
810,256,37,2,46.75
811,256,36,1,26.14
812,256,12,2,272.12
813,256,30,2,185.37
814,256,38,2,81.59
815,257,22,3,12.8
816,257,34,1,101.12
817,257,27,1,80.16
818,258,19,3,121.07
819,258,28,3,328.32
820,258,39,1,30.05
821,258,21,2,62.91
822,258,17,3,42.95
823,259,13,1,226.75
824,259,1,1,1154.6
825,259,8,1,280.21
826,260,41,2,59.15
827,260,14,2,358.16
828,260,1,3,1154.6
829,260,13,1,200.29
830,260,19,2,121.07
831,261,22,2,12.8
832,261,31,3,283.12
833,262,30,3,185.37
834,262,27,3,80.16
835,262,4,3,185.43
836,263,5,1,859.64
837,263,10,2,81.47
838,263,18,1,121.31
839,264,21,2,58.99
840,264,3,2,645.41
841,264,18,2,121.31
842,265,13,1,226.75
843,266,13,2,226.75
844,266,22,3,12.8
845,267,9,3,343.34
846,267,14,1,337.83
847,267,3,3,645.41
848,267,30,1,185.37
849,267,25,1,25.44
850,268,41,1,59.15
851,268,14,2,358.16
852,268,21,2,62.91
853,269,40,3,31.96
854,270,10,1,81.47
855,270,19,2,121.07
856,270,37,2,46.75
857,271,7,2,757.04
858,272,40,1,31.96
859,272,23,3,10.43
860,272,20,1,61.8
861,272,22,2,12.8
862,273,7,3,848.08
863,273,30,2,185.37
864,273,20,1,58.07
865,273,42,2,50.21
866,274,21,1,54.18
867,274,30,2,185.37
868,274,32,1,388.54
869,275,26,3,38.46
870,276,35,3,25.14
871,276,30,3,185.37
872,276,26,1,38.46
873,277,28,1,328.32
874,277,37,1,46.75
875,277,22,3,12.8
876,277,35,2,22.87
877,277,16,2,121.53
878,278,5,2,859.64
879,278,39,3,26.2
880,278,7,1,848.08
881,278,25,3,27.45
882,279,19,1,121.07
883,279,25,2,27.45
884,279,40,3,31.96
885,279,37,2,46.75
886,279,29,2,243.6
887,280,9,3,343.34
888,280,19,1,121.07
889,280,4,2,162.85
890,280,24,1,44.99
891,281,26,1,38.46
892,281,25,2,24.86
893,281,28,2,328.32
894,281,35,1,25.14
895,282,42,1,47.12
896,283,9,3,343.34
897,284,28,2,328.32
898,284,40,2,31.96
899,284,12,1,272.12
900,284,30,3,166.8
901,284,33,3,56.45
902,285,24,3,44.99
903,285,3,3,595.73
904,285,37,3,46.75
905,285,31,2,327.1
906,285,8,1,280.21
907,286,41,3,59.15
908,287,1,3,1154.6
909,287,31,2,327.1
910,287,30,2,185.37
911,287,33,1,56.45
912,287,37,3,46.75
913,288,38,3,81.59
914,288,11,3,398.95
915,288,37,2,46.75
916,288,4,1,185.43
917,289,18,1,121.31
918,289,17,3,42.95
919,289,1,2,1154.6
920,289,8,1,280.21
921,289,39,3,30.05
922,290,6,1,1195.82
923,290,10,2,81.47
924,290,39,1,30.05
925,291,4,1,166.22
926,291,42,2,50.21
927,291,17,3,42.95
928,292,31,2,308.36
929,292,17,2,42.95
930,292,10,2,81.47
931,292,34,3,101.12
932,293,40,2,31.96
933,293,42,1,50.21
934,293,18,3,121.31
935,293,22,3,12.8
936,294,22,3,10.97
937,294,12,2,234.13
938,294,21,2,62.91
939,294,36,3,26.14
940,294,1,1,1052.93
941,295,39,1,30.05
942,295,41,1,53.85
943,296,12,3,272.12
944,296,8,3,280.21
945,296,17,2,42.95
946,296,19,3,121.07
947,296,30,2,185.37
948,297,4,2,175.78
949,297,17,1,42.95
950,297,12,1,272.12
951,298,40,1,31.96
952,298,42,3,50.21
953,299,29,1,243.6
954,299,2,1,896.03
955,299,32,3,388.54
956,300,1,2,1154.6
957,300,33,1,56.45
958,300,32,1,388.54
959,300,31,3,327.1
960,300,28,2,296.65
961,301,41,3,53.44
962,302,42,3,44.61
963,302,13,1,226.75
964,302,12,2,272.12
965,303,13,3,226.75
966,303,9,1,343.34
967,303,3,1,645.41
968,303,2,3,896.03
969,304,3,2,599.44
970,305,30,1,160.19
971,305,35,3,23.65
972,305,10,3,74.96
973,305,38,1,74.51
974,305,15,2,289.05
975,306,5,3,859.64
976,306,7,1,848.08
977,306,8,3,280.21
978,306,32,2,356.84
979,306,39,3,28.06
980,307,22,1,12.8
981,307,5,2,859.64
982,308,3,2,645.41
983,308,9,1,343.34
984,308,7,1,736.08
985,308,41,1,59.15
986,308,40,3,31.96
987,309,9,2,343.34
988,309,14,2,358.16
989,309,10,1,81.47
990,309,41,1,59.15
991,310,23,3,10.43
992,310,27,1,80.16
993,310,1,1,1154.6
994,311,30,3,185.37
995,311,41,1,59.15
996,312,32,1,388.54
997,312,12,2,272.12
998,312,11,2,398.95
999,312,3,2,596.39
1000,313,33,3,56.45
1001,313,8,3,280.21
1002,313,5,1,859.64
1003,313,16,2,121.53
1004,314,13,2,226.75
1005,314,25,1,27.45
1006,314,15,1,289.05
1007,314,5,3,859.64
1008,315,41,2,59.15
1009,315,23,1,9.46
1010,316,27,2,80.16
1011,316,11,3,398.95
1012,316,22,1,12.8
1013,316,15,3,289.05
1014,317,38,2,81.59
1015,317,31,3,327.1
1016,318,15,2,289.05
1017,318,38,1,81.59
1018,318,10,3,81.47
1019,318,37,1,46.75
1020,318,1,2,1154.6
1021,319,16,3,121.53
1022,319,6,1,1051.82
1023,319,36,3,26.14
1024,319,1,1,1154.6
1025,320,38,1,81.59
1026,320,2,2,896.03
1027,320,30,3,185.37
1028,320,9,3,322.51
1029,320,26,2,38.46
1030,321,35,2,25.14
1031,321,37,1,46.75
1032,321,14,3,358.16
1033,321,6,1,1060.17
1034,321,40,3,28.34
1035,322,9,1,343.34
1036,322,22,3,12.8
1037,323,15,2,289.05
1038,323,21,3,62.91
1039,324,32,2,388.54
1040,324,33,3,56.45
1041,324,34,2,101.12
1042,324,8,2,280.21
1043,325,13,2,201.6
1044,326,11,2,345.01
1045,327,19,2,121.07
1046,328,29,1,228.3
1047,328,42,1,50.21
1048,328,2,3,896.03
1049,328,19,2,121.07
1050,329,34,3,93.93
1051,329,36,1,26.14
1052,329,29,1,243.6
1053,329,30,2,185.37
1054,329,20,1,54.29
1055,330,19,1,106.74
1056,330,12,1,272.12
1057,330,10,2,81.47
1058,330,11,3,398.95
1059,330,16,3,121.53
1060,331,35,1,25.14
1061,331,20,2,61.8
1062,332,10,3,81.47
1063,332,1,3,1154.6
1064,332,35,2,25.14
1065,333,37,2,46.75
1066,333,29,3,243.6
1067,334,2,1,896.03
1068,334,26,1,38.46
1069,334,40,3,31.96
1070,335,13,3,226.75
1071,335,2,3,896.03
1072,335,6,1,1195.82
1073,336,33,3,56.45
1074,336,4,2,185.43
1075,336,24,1,44.99
1076,336,26,2,38.46
1077,336,10,2,81.47
1078,337,29,3,243.6
1079,337,19,1,121.07
1080,337,11,3,347.4
1081,337,28,2,328.32
1082,338,25,2,27.45
1083,338,6,3,1195.82
1084,338,1,3,1154.6
1085,338,27,1,80.16
1086,338,41,2,59.15
1087,339,20,1,61.8
1088,339,32,1,388.54
1089,339,36,3,26.14
1090,339,30,2,169.91
1091,339,15,2,289.05
1092,340,8,2,280.21
1093,341,37,3,46.75
1094,341,28,3,328.32
1095,341,17,2,42.95
1096,341,41,3,51.81
1097,342,23,1,10.43
1098,342,11,2,398.95
1099,343,33,1,56.45
1100,344,35,2,25.14
1101,344,21,3,62.91
1102,345,35,3,25.14
1103,346,32,1,336.26
1104,346,27,1,80.16
1105,346,22,3,12.8
1106,347,8,1,280.21
1107,347,27,2,80.16
1108,347,30,1,185.37
1109,347,5,3,859.64
1110,347,9,2,343.34
1111,348,9,3,343.34
1112,348,10,1,81.47
1113,349,5,1,859.64
1114,350,33,3,48.65
1115,351,7,1,848.08
1116,352,2,3,896.03
1117,352,6,3,1195.82
1118,352,10,1,81.47
1119,353,5,1,859.64
1120,353,7,2,848.08
1121,353,38,3,75.27
1122,353,1,1,1154.6
1123,353,34,3,101.12
1124,354,12,2,272.12
1125,355,21,1,62.91
1126,356,36,2,26.14
1127,356,3,2,645.41
1128,356,6,3,1195.82
1129,357,27,2,80.16
1130,357,19,2,121.07
1131,357,28,3,328.32
1132,357,13,1,226.75
1133,357,5,3,859.64
1134,358,7,2,848.08
1135,358,11,2,372.54
1136,358,5,3,859.64
1137,358,24,3,44.99
1138,358,13,3,226.75
1139,359,31,2,327.1
1140,359,39,1,30.05
1141,359,26,1,34.57
1142,360,4,1,185.43
1143,361,10,3,69.87
1144,361,20,3,61.8
1145,361,40,2,31.96
